GPS Date,8/4/2016,,,,,,,,,,,,,,,,,,,,,,,
GPS Time,21:35:19,,,,,,,,,,,,,,,,,,,,,,,
speedK,0.1,,,,,,,,,,,,,,,,,,,,,,,
speedI,0.3,,,,,,,,,,,,,,,,,,,,,,,
speedD,0,,,,,,,,,,,,,,,,,,,,,,,
angleK,4,,,,,,,,,,,,,,,,,,,,,,,
angleI,0.3,,,,,,,,,,,,,,,,,,,,,,,
angleD,25,,,,,,,,,,,,,,,,,,,,,,,
mode,1,,,,,,,,,,,,,,,,,,,,,,,
compassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
CANcompassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
fixPointLat,44.39710999,,,,,,,,,,,,,,,,,,,,,,,
fixPointLon,-110.5308838,,,,,,,,,,,,,,,,,,,,,,,
Time [ms],goalAngle [deg],Compass [deg],GPS Course [deg],CANcompassHeading [deg],ekfYawAngle,integral [deg],rateGyro [deg/s],ekfYawRate [deg/s],angleSetting,goalSpeed [mph],GPSspeed [mph],CANGPSspeed [mph],ekfSpeed [mph],speedAdjust,speedSetting,rightMotor,leftMotor,gps.location.lat,gps.location.lng,distanceToFixPoint [m],courseToFixPoint [deg],fig8phase,fig8timer,turnSetting
3730737,196.72,193.2,209.32,87.4,196.49,18.92,-0.76,-0.511,-6,2.2,2.21,1.15,2.21,0,48,146,134,44.39644623,-110.5314102,9.1,41.77,0,3730487,0
3730787,196.72,193.2,209.32,87.2,196.49,18.931,-0.687,-0.543,-6,2.2,2.21,1.15,2.21,0,48,146,134,44.39644623,-110.5314102,9.1,41.77,0,3730537,0
3730837,196.72,193.2,209.32,87.2,196.52,18.942,-0.557,-0.544,-7,2.2,2.21,1.15,2.21,0,48,147,133,44.39644623,-110.5314102,9.1,41.77,0,3730587,0
3730887,196.72,194.5,209.32,87.2,196.55,18.95,-0.477,-0.53,-6,2.2,2.21,1.15,2.21,0,48,146,134,44.39644623,-110.5314102,9.1,41.77,0,3730637,0
3730937,196.72,194.5,209.32,87.2,196.59,18.957,-0.382,-0.501,-6,2.2,2.21,1.15,2.21,0,48,146,134,44.39644241,-110.5314102,9.1,41.77,0,3730687,0
3730987,196.72,194.5,209.32,87,196.63,18.961,-0.294,-0.461,-5,2.2,2.21,1.15,2.21,0,48,145,135,44.39644241,-110.5314102,9.1,41.77,0,3730737,0
3731037,196.72,194.5,209.32,87,196.69,18.963,-0.172,-0.406,-4,2.2,2.21,1.15,2.21,0,48,144,136,44.39644241,-110.5314102,9.1,41.77,0,3730787,0
3731087,196.72,195.1,209.32,86.7,196.74,18.962,-0.073,-0.343,-2,2.2,2.21,1.15,2.21,0,48,142,138,44.39644241,-110.5314102,9.1,41.77,0,3730837,0
3731137,196.72,195.1,209.32,86.7,196.79,18.958,-0.035,-0.284,-1,2.2,2.21,1.15,2.21,0,48,141,139,44.39644241,-110.5314102,9.1,41.77,0,3730887,0
3731187,196.72,195.1,209.32,87.4,196.84,18.952,0.129,-0.206,0,2.2,2.21,1.15,2.21,0,48,140,140,44.39644241,-110.5314102,9.1,41.77,0,3730937,0
3731237,196.72,195.1,209.32,87.4,196.88,18.944,0.068,-0.153,1,2.2,2.21,1.15,2.21,0,48,139,141,44.39644241,-110.5314102,9.1,41.77,0,3730987,0
3731287,196.72,194.7,209.32,86.9,196.92,18.934,0.183,-0.089,2,2.2,2.21,1.15,2.21,0,48,138,142,44.39644241,-110.5314102,9.1,41.77,0,3731037,0
3731337,196.72,194.7,209.32,86.9,196.95,18.922,0.171,-0.039,3,2.2,2.21,1.15,2.21,0,48,137,143,44.3964386,-110.5314102,9.1,41.77,0,3731087,0
3731387,196.72,194.7,209.32,87.2,196.97,18.909,0.167,0.001,4,2.2,2.21,1.15,2.21,0,48,136,144,44.3964386,-110.5314102,9.1,41.77,0,3731137,0
3731437,196.72,194.7,209.32,87.2,196.98,18.896,0.076,0.016,5,2.2,2.21,1.15,2.21,0,48,135,145,44.3964386,-110.5314102,9.1,41.77,0,3731187,0
3731487,196.72,194.9,209.32,87.2,197.07,18.879,0.85,0.174,8,2.2,2.21,1.15,2.21,0,48,132,148,44.3964386,-110.5314102,9.1,41.77,0,3731237,0
3731537,196.72,194.9,209.32,87.2,197.03,18.864,-0.088,0.126,7,2.2,2.21,1.15,2.21,0,48,133,147,44.3964386,-110.5314102,9.1,41.77,0,3731287,0
3731587,196.72,194.9,209.32,88,196.98,18.851,-0.267,0.053,5,2.2,2.21,1.15,2.21,0,48,135,145,44.3964386,-110.5314102,9.1,41.77,0,3731337,0
3731637,196.72,194.9,209.32,88,196.92,18.841,-0.481,-0.047,3,2.2,2.21,1.15,2.21,0,48,137,143,44.3964386,-110.5314102,9.1,41.77,0,3731387,0
3731687,196.72,194.8,209.32,88.1,196.86,18.833,-0.603,-0.15,1,2.2,2.21,1.15,2.21,0,48,139,141,44.3964386,-110.5314102,9.1,41.77,0,3731437,0
3731737,196.72,194.8,209.32,88.1,196.82,18.829,-0.653,-0.244,0,2.2,2.21,1.15,2.21,0,48,140,140,44.39643478,-110.5314102,9.1,41.77,0,3731487,0
3731787,196.72,194.8,209.32,88.1,196.78,18.826,-0.721,-0.332,-2,2.2,2.21,1.15,2.21,0,48,142,138,44.39643478,-110.5314102,9.1,41.77,0,3731538,0
3731837,196.72,194.8,209.32,88.1,196.75,18.824,-0.775,-0.415,-4,2.2,2.21,1.15,2.21,0,48,144,136,44.39643478,-110.5314102,9.1,41.77,0,3731587,0
3731887,196.72,194.3,209.32,88.1,196.73,18.824,-0.775,-0.481,-6,2.2,2.21,1.15,2.21,0,48,146,134,44.39643478,-110.5314102,9.1,41.77,0,3731637,0
3731937,196.72,194.3,209.32,88.1,196.73,18.823,-0.672,-0.516,-7,2.2,2.21,1.15,2.21,0,48,147,133,44.39643478,-110.5314179,9.1,41.77,0,3731687,0
3731987,196.72,194.3,209.32,88.1,196.76,18.821,-0.515,-0.515,-7,2.2,2.21,1.15,2.21,0,48,147,133,44.39643478,-110.5314179,9.1,41.77,0,3731737,0
3732037,196.72,194.3,209.32,88.1,196.79,18.817,-0.412,-0.494,-7,2.2,2.21,1.15,2.21,0,48,147,133,44.39643478,-110.5314179,9.1,41.77,0,3731787,0
3732087,196.72,194.2,209.32,87.6,196.85,18.811,-0.176,-0.433,-5,2.2,2.21,1.15,2.21,0,48,145,135,44.39643478,-110.5314179,9.1,41.77,0,3731837,0
3732137,196.72,194.2,209.32,87.6,196.91,18.801,-0.039,-0.358,-4,2.2,2.21,1.15,2.21,0,48,144,136,44.39643478,-110.5314179,9.1,41.77,0,3731887,0
3732187,196.72,194.2,209.32,87.4,196.98,18.788,0.156,-0.26,-1,2.2,2.21,1.15,2.21,0,48,141,139,44.39643478,-110.5314179,9.1,41.77,0,3731937,0
3732237,196.72,194.2,209.32,87.4,197.05,18.772,0.354,-0.143,0,2.2,2.21,1.15,2.21,0,48,140,140,44.39643478,-110.5314179,9.1,41.77,0,3731987,0
3732287,196.72,194.4,209.32,87.4,197.13,18.751,0.568,-0.008,3,2.2,2.21,2.3,2.21,0,48,137,143,44.39643478,-110.5314179,9.1,41.77,0,3732037,0
3732337,196.72,194.4,209.32,87.4,197.2,18.727,0.648,0.116,6,2.2,2.21,2.3,2.21,0,48,134,146,44.39643097,-110.5314179,9.1,41.77,0,3732087,0
3732387,196.72,194.4,209.32,87.4,197.26,18.7,0.785,0.243,9,2.2,2.21,2.3,2.21,0,48,131,149,44.39643097,-110.5314179,9.1,41.77,0,3732137,0
3732437,196.72,194.4,209.32,87.4,197.31,18.671,0.831,0.355,12,2.2,2.21,2.3,2.21,0,48,128,152,44.39643097,-110.5314179,9.1,41.77,0,3732187,0
3732487,196.72,193.9,209.32,87.8,197.33,18.64,0.778,0.436,14,2.2,2.21,2.3,2.21,0,48,126,154,44.39643097,-110.5314179,9.1,41.77,0,3732237,0
3732537,196.72,193.9,209.32,87.8,197.45,18.603,1.823,0.698,20,2.2,2.21,2.3,2.21,0,48,120,160,44.39643097,-110.5314179,9.1,41.77,0,3732287,0
3732587,196.72,193.9,209.32,87.6,197.42,18.568,0.728,0.706,20,2.2,2.21,2.3,2.21,0,48,120,160,44.39643097,-110.5314179,9.1,41.77,0,3732337,0
3732637,196.72,193.9,209.32,87.6,197.38,18.535,0.686,0.704,20,2.2,2.21,2.3,2.21,0,48,120,160,44.39643097,-110.5314179,9.1,41.77,0,3732387,0
3732687,196.72,193.6,209.32,87.8,197.32,18.505,0.469,0.661,19,2.2,2.21,2.3,2.21,0,48,121,159,44.39643097,-110.5314179,9.1,41.77,0,3732437,0
3732737,196.72,193.6,209.32,87.8,197.26,18.478,0.438,0.621,18,2.2,2.21,2.3,2.21,0,48,122,158,44.39642715,-110.5314179,9.1,41.77,0,3732487,0
3732787,196.72,193.6,209.32,87.6,197.19,18.455,0.316,0.566,17,2.2,2.21,2.3,2.21,0,48,123,157,44.39642715,-110.5314179,9.1,41.77,0,3732537,0
3732837,196.72,193.6,209.32,87.6,197.13,18.434,0.282,0.514,16,2.2,2.21,2.3,2.21,0,48,124,156,44.39642715,-110.5314179,9.1,41.77,0,3732587,0
3732887,196.72,195.4,209.32,87.6,197.08,18.416,0.209,0.458,15,2.2,2.21,2.3,2.21,0,48,125,155,44.39642715,-110.5314179,9.1,41.77,0,3732637,0
3732937,196.72,195.4,209.32,87.6,197.02,18.401,0.114,0.394,14,2.2,2.21,2.3,2.21,0,48,126,154,44.39642715,-110.5314179,9.1,41.77,0,3732687,0
3732987,196.72,195.4,209.32,87.9,196.96,18.389,0.083,0.336,12,2.2,2.21,2.3,2.21,0,48,128,152,44.39642715,-110.5314179,9.1,41.77,0,3732737,0
3733037,196.72,195.4,209.32,87.9,196.93,18.379,0.137,0.3,12,2.2,2.21,2.3,2.21,0,48,128,152,44.39642715,-110.5314179,9.1,41.77,0,3732787,0
3733087,196.72,195,209.32,88.3,196.9,18.37,0.171,0.276,11,2.2,2.21,2.3,2.21,0,48,129,151,44.39642715,-110.5314179,9.1,41.77,0,3732837,0
3733137,196.72,195,209.32,88.3,196.87,18.362,0.206,0.264,11,2.2,2.21,2.3,2.21,0,48,129,151,44.39642334,-110.5314179,9.1,41.77,0,3732887,0
3733187,196.72,195,209.32,88.3,196.86,18.356,0.244,0.261,11,2.2,2.21,2.3,2.21,0,48,129,151,44.39642334,-110.5314179,9.1,41.77,0,3732937,0
3733237,196.72,195,209.32,88.3,196.84,18.35,0.202,0.251,11,2.2,2.21,2.3,2.21,0,48,129,151,44.39642334,-110.5314179,9.1,41.77,0,3732987,0
3733287,196.72,196.1,209.32,88.1,196.82,18.344,0.263,0.253,11,2.2,2.21,2.3,2.21,0,48,129,151,44.39642334,-110.5314179,9.1,41.77,0,3733037,0
3733337,196.72,196.1,209.32,88.1,196.81,18.34,0.213,0.246,11,2.2,2.21,2.3,2.21,0,48,129,151,44.39642334,-110.5314255,9.1,41.77,0,3733087,0
3733387,196.72,196.1,209.32,88.1,196.79,18.337,0.19,0.236,11,2.2,2.21,2.3,2.21,0,48,129,151,44.39642334,-110.5314255,9.1,41.77,0,3733137,0
3733437,196.72,196.1,209.32,88.1,196.77,18.334,0.209,0.231,11,2.2,2.21,2.3,2.21,0,48,129,151,44.39642334,-110.5314255,9.1,41.77,0,3733187,0
3733487,196.72,194.6,209.32,87.8,196.75,18.332,0.145,0.216,10,2.2,2.21,2.3,2.21,0,48,130,150,44.39642334,-110.5314255,9.1,41.77,0,3733237,0
3733537,196.72,194.6,209.32,87.8,196.73,18.332,0.106,0.196,10,2.2,2.21,2.3,2.21,0,48,130,150,44.39642334,-110.5314255,9.1,41.77,0,3733287,0
3733587,196.72,194.6,209.32,87.4,196.69,18.333,-0.027,0.155,9,2.2,2.21,2.3,2.21,0,48,131,149,44.39642334,-110.5314255,9.1,41.77,0,3733337,0
3733637,196.72,194.6,209.32,87.4,196.66,18.336,-0.111,0.106,8,2.2,2.21,2.3,2.21,0,48,132,148,44.39642334,-110.5314255,9.1,41.77,0,3733387,0
3733687,196.72,193.5,209.32,86.9,196.62,18.341,-0.21,0.048,7,2.2,2.21,2.3,2.21,0,48,133,147,44.39642334,-110.5314255,9.1,41.77,0,3733437,0
3733737,196.72,193.5,209.32,86.9,196.58,18.348,-0.264,-0.009,5,2.2,2.21,2.3,2.21,0,48,135,145,44.39641953,-110.5314255,9.1,41.77,0,3733487,0
3733787,196.72,193.5,209.32,86.5,196.54,18.357,-0.363,-0.074,4,2.2,2.21,2.3,2.21,0,48,136,144,44.39641953,-110.5314255,9.1,41.77,0,3733537,0
3733837,196.72,193.5,209.32,86.5,196.51,18.367,-0.355,-0.125,3,2.2,2.21,2.3,2.21,0,48,137,143,44.39641953,-110.5314255,9.1,41.77,0,3733587,0
3733887,196.72,195.3,209.32,86.5,196.49,18.379,-0.401,-0.176,2,2.2,2.21,2.3,2.21,0,48,138,142,44.39641953,-110.5314255,9.1,41.77,0,3733637,0
3733937,196.72,195.3,209.32,86.5,196.49,18.39,-0.302,-0.199,1,2.2,2.21,2.3,2.21,0,48,139,141,44.39641953,-110.5314255,9.1,41.77,0,3733687,0
3733987,196.72,195.3,209.32,86.7,196.49,18.402,-0.252,-0.209,1,2.2,2.21,2.3,2.21,0,48,139,141,44.39641953,-110.5314255,9.1,41.77,0,3733737,0
3734037,196.72,195.3,209.32,86.7,196.5,18.413,-0.229,-0.212,1,2.2,2.21,2.3,2.21,0,48,139,141,44.39641953,-110.5314255,9.1,41.77,0,3733787,0
3734087,196.72,195.5,209.32,87.4,196.51,18.423,-0.164,-0.203,1,2.2,2.21,2.3,2.21,0,48,139,141,44.39641953,-110.5314255,9.1,41.77,0,3733837,0
3734137,196.72,195.5,209.32,87.4,196.53,18.433,-0.138,-0.19,1,2.2,2.21,2.3,2.21,0,48,139,141,44.39641571,-110.5314255,9.1,41.77,0,3733887,0
3734187,196.72,195.5,209.32,87.6,196.55,18.441,-0.069,-0.167,2,2.2,2.21,2.3,2.21,0,48,138,142,44.39641571,-110.5314255,9.1,41.77,0,3733937,0
3734237,196.72,195.5,209.32,87.6,196.57,18.448,-0.027,-0.14,2,2.2,2.21,2.3,2.21,0,48,138,142,44.39641571,-110.5314255,9.1,41.77,0,3733987,0
3734287,196.72,195,209.32,87.8,196.59,18.455,-0.05,-0.122,3,2.2,2.21,2.3,2.21,0,48,137,143,44.39641571,-110.5314255,9.1,41.77,0,3734037,0
3734337,196.72,195,209.32,87.8,196.6,18.461,-0.065,-0.111,3,2.2,2.21,2.3,2.21,0,48,137,143,44.39641571,-110.5314255,9.1,41.77,0,3734087,0
3734387,196.72,195,209.32,87.4,196.61,18.466,-0.058,-0.1,3,2.2,2.21,2.3,2.21,0,48,137,143,44.39641571,-110.5314255,9.1,41.77,0,3734137,0
3734437,196.72,195,209.32,87.4,196.71,18.467,0.843,0.078,7,2.2,2.21,2.3,2.21,0,48,133,147,44.39641571,-110.5314255,9.1,41.77,0,3734187,0
3734487,196.72,193.4,209.32,87.4,196.79,18.463,0.85,0.225,10,2.2,2.21,2.3,2.21,0,48,130,150,44.39641571,-110.5314255,9.1,41.77,0,3734237,0
3734537,196.72,193.4,209.32,87.4,196.72,18.463,-0.233,0.14,9,2.2,2.21,2.3,2.21,0,48,131,149,44.3964119,-110.5314331,9.1,41.77,0,3734287,0
3734587,196.72,193.4,209.32,87.4,196.68,18.465,-0.233,0.072,7,2.2,2.21,2.3,2.21,0,48,133,147,44.3964119,-110.5314331,9.1,41.77,0,3734337,0
3734637,196.72,193.4,209.32,87.4,196.63,18.47,-0.313,0.001,5,2.2,2.21,2.3,2.21,0,48,135,145,44.3964119,-110.5314331,9.1,41.77,0,3734387,0
3734687,196.72,194.5,209.32,87.2,196.59,18.476,-0.42,-0.077,4,2.2,2.21,2.3,2.21,0,48,136,144,44.3964119,-110.5314331,9.1,41.77,0,3734437,0
3734737,196.72,194.5,209.32,87.2,196.55,18.485,-0.5,-0.156,2,2.2,2.21,2.3,2.21,0,48,138,142,44.3964119,-110.5314331,9.1,41.77,0,3734487,0
3734787,196.72,194.5,209.32,86.9,196.52,18.495,-0.489,-0.217,0,2.2,2.21,2.3,2.21,0,48,140,140,44.3964119,-110.5314331,9.1,41.77,0,3734537,0
3734837,196.72,194.5,209.32,86.9,196.49,18.507,-0.588,-0.286,0,2.2,2.21,2.3,2.21,0,48,140,140,44.3964119,-110.5314331,9.1,41.77,0,3734587,0
3734887,196.72,193.1,209.32,86.9,196.47,18.519,-0.611,-0.345,-2,2.2,2.21,2.3,2.21,0,48,142,138,44.3964119,-110.5314331,9.1,41.77,0,3734637,0
3734937,196.72,193.1,209.32,86.9,196.46,18.532,-0.519,-0.376,-2,2.2,2.21,2.3,2.21,0,48,142,138,44.3964119,-110.5314331,9.1,41.77,0,3734687,0
3734987,196.72,193.1,209.32,86.9,196.47,18.544,-0.439,-0.387,-3,2.2,2.21,2.3,2.21,0,48,143,137,44.3964119,-110.5314331,9.1,41.77,0,3734737,0
3735037,196.72,193.1,209.32,87.1,196.49,18.555,-0.363,-0.381,-3,2.2,2.21,2.3,2.21,0,48,143,137,44.3964119,-110.5314331,9.1,41.77,0,3734787,0
3735087,196.72,203.7,209.32,87.1,196.54,18.565,-0.206,-0.351,-2,2.2,2.21,2.3,2.21,0,48,142,138,44.3964119,-110.5314331,9.1,41.77,0,3734837,0
3735137,196.72,203.7,209.32,87.4,196.58,18.571,-0.092,-0.306,-1,2.2,2.21,2.3,2.21,0,48,141,139,44.39640808,-110.5314331,9.1,41.77,0,3734887,0
3735187,196.72,203.7,209.32,87.4,196.64,18.575,0.087,-0.235,0,2.2,2.21,2.3,2.21,0,48,140,140,44.39640808,-110.5314331,9.1,41.77,0,3734937,0
3735237,196.72,203.7,209.32,87.9,196.71,18.576,0.209,-0.155,1,2.2,2.21,2.3,2.21,0,48,139,141,44.39640808,-110.5314331,9.1,41.77,0,3734987,0
3735287,196.72,195.6,209.32,87.9,196.77,18.573,0.37,-0.056,3,2.2,2.21,2.3,2.21,0,48,137,143,44.39640808,-110.5314331,9.1,41.77,0,3735037,0
3735337,196.72,195.6,209.32,88.1,196.82,18.568,0.404,0.031,5,2.2,2.21,2.3,2.21,0,48,135,145,44.39640808,-110.5314331,9.1,41.77,0,3735087,0
3735387,196.72,195.6,209.32,88.1,196.86,18.561,0.45,0.11,7,2.2,2.21,2.3,2.21,0,48,133,147,44.39640808,-110.5314331,9.1,41.77,0,3735137,0
3735437,196.72,195.6,209.32,88.1,196.88,18.553,0.362,0.158,8,2.2,2.21,2.3,2.21,0,48,132,148,44.39640808,-110.5314331,9.1,41.77,0,3735187,0
3735487,196.72,194.5,209.32,88.1,196.89,18.545,0.396,0.204,9,2.2,2.21,2.3,2.21,0,48,131,149,44.39640808,-110.5314331,9.1,41.77,0,3735237,0
3735537,196.72,194.5,209.32,87.9,196.9,18.535,0.4,0.242,10,2.2,2.21,2.3,2.21,0,48,130,150,44.39640808,-110.5314331,9.1,41.77,0,3735287,0
3735587,196.72,194.5,209.32,87.9,196.89,18.527,0.255,0.246,11,2.2,2.21,2.3,2.21,0,48,129,151,44.39640808,-110.5314331,9.1,41.77,0,3735337,0
3735637,196.72,194.5,209.32,87.6,196.88,18.519,0.278,0.253,11,2.2,2.21,2.3,2.21,0,48,129,151,44.39640808,-110.5314331,9.1,41.77,0,3735387,0
3735687,196.72,194.2,209.32,87.6,196.85,18.512,0.133,0.232,10,2.2,2.21,2.3,2.21,0,48,130,150,44.39640808,-110.5314331,9.1,41.77,0,3735437,0
3735737,196.72,194.2,209.32,87.6,196.83,18.507,0.137,0.215,10,2.2,2.21,2.3,2.21,0,48,130,150,44.39640427,-110.5314331,9.1,41.77,0,3735487,0
3735787,196.72,194.2,209.32,87.6,196.8,18.503,0.03,0.182,9,2.2,2.21,2.3,2.21,0,48,131,149,44.39640427,-110.5314331,9.1,41.77,0,3735537,0
3735837,196.72,194.2,209.32,87.8,196.77,18.5,0.011,0.151,9,2.2,2.21,2.3,2.21,0,48,131,149,44.39640427,-110.5314331,9.1,41.77,0,3735587,0
3735887,196.72,194.9,209.32,87.8,196.74,18.499,-0.058,0.112,8,2.2,2.21,2.3,2.21,0,48,132,148,44.39640427,-110.5314331,9.1,41.77,0,3735637,0
3735937,196.72,194.9,209.32,87.8,196.73,18.499,0.045,0.101,8,2.2,2.21,2.3,2.21,0,48,132,148,44.39640427,-110.5314407,9.1,41.77,0,3735687,0
3735987,196.72,194.9,209.32,87.8,196.72,18.499,0.045,0.091,7,2.2,2.21,2.3,2.21,0,48,133,147,44.39640427,-110.5314407,9.1,41.77,0,3735737,0
3736037,196.72,194.9,209.32,87.9,196.71,18.499,0.076,0.089,7,2.2,2.21,2.3,2.21,0,48,133,147,44.39640427,-110.5314407,9.1,41.77,0,3735787,0
3736087,196.72,193.7,209.32,87.9,196.7,18.5,0.083,0.09,7,2.2,2.21,2.3,2.21,0,48,133,147,44.39640427,-110.5314407,9.1,41.77,0,3735837,0
3736137,196.72,193.7,209.32,88.1,196.7,18.501,0.118,0.096,8,2.2,2.21,2.3,2.21,0,48,132,148,44.39640045,-110.5314407,9.1,41.77,0,3735887,0
3736187,196.72,193.7,209.32,88.1,196.69,18.503,0.076,0.094,8,2.2,2.21,2.3,2.21,0,48,132,148,44.39640045,-110.5314407,9.1,41.77,0,3735937,0
3736237,196.72,193.7,209.32,88.5,196.69,18.504,0.129,0.102,8,2.2,2.21,2.3,2.21,0,48,132,148,44.39640045,-110.5314407,9.1,41.77,0,3735987,0
3736287,196.72,197.8,209.32,88.5,196.68,18.506,0.095,0.1,8,2.2,2.21,2.3,2.21,0,48,132,148,44.39640045,-110.5314407,9.1,41.77,0,3736037,0
3736337,196.72,197.8,209.32,88.3,196.67,18.509,0.057,0.091,8,2.2,2.21,2.3,2.21,0,48,132,148,44.39640045,-110.5314407,9.1,41.77,0,3736087,0
3736387,196.72,197.8,209.32,88.3,196.66,18.512,0.007,0.075,7,2.2,2.21,2.3,2.21,0,48,133,147,44.39640045,-110.5314407,9.1,41.77,0,3736137,0
3736437,196.72,197.8,209.32,87.8,196.64,18.515,-0.046,0.052,7,2.2,2.21,2.3,2.21,0,48,133,147,44.39640045,-110.5314407,9.1,41.77,0,3736187,0
3736487,196.72,195.1,209.32,87.8,196.64,18.52,0.034,0.049,7,2.2,2.21,2.3,2.21,0,48,133,147,44.39640045,-110.5314407,9.1,41.77,0,3736237,0
3736537,196.72,195.1,209.32,87.4,196.63,18.524,-0.042,0.033,6,2.2,2.21,2.3,2.21,0,48,134,146,44.39639664,-110.5314407,9.1,41.77,0,3736287,0
3736587,196.72,195.1,209.32,87.4,196.62,18.529,-0.035,0.021,6,2.2,2.21,2.3,2.21,0,48,134,146,44.39639664,-110.5314407,9.1,41.77,0,3736337,0
3736637,196.72,195.1,209.32,87.1,196.6,18.535,-0.077,0.003,6,2.2,2.21,2.3,2.21,0,48,134,146,44.39639664,-110.5314407,9.1,41.77,0,3736387,0
3736687,196.72,193.7,209.32,87.1,196.6,18.541,-0.046,-0.005,5,2.2,2.21,2.3,2.21,0,48,135,145,44.39639664,-110.5314407,9.1,41.77,0,3736437,0
3736737,196.72,193.7,209.32,86.7,196.59,18.548,-0.092,-0.02,5,2.2,2.21,2.3,2.21,0,48,135,145,44.39639664,-110.5314407,9.1,41.77,0,3736487,0
3736787,196.72,193.7,209.32,86.7,196.57,18.555,-0.161,-0.045,5,2.2,2.21,2.3,2.21,0,48,135,145,44.39639664,-110.5314407,9.1,41.77,0,3736537,0
3736837,196.72,193.7,209.32,86.7,196.56,18.563,-0.184,-0.07,4,2.2,2.21,2.3,2.21,0,48,136,144,44.39639664,-110.5314407,9.1,41.77,0,3736587,0
3736887,196.72,190.3,209.32,86.7,196.53,18.573,-0.283,-0.107,3,2.2,2.21,2.3,2.21,0,48,137,143,44.39639664,-110.5314407,9.1,41.77,0,3736637,0
3736937,196.72,190.3,209.32,86.7,196.51,18.583,-0.34,-0.147,2,2.2,2.21,2.3,2.21,0,48,138,142,44.39639664,-110.5314484,9.1,41.77,0,3736687,0
3736987,196.72,190.3,209.32,86.7,196.48,18.595,-0.466,-0.204,1,2.2,2.21,2.3,2.21,0,48,139,141,44.39639664,-110.5314484,9.1,41.77,0,3736737,0
3737037,196.72,190.3,209.32,86.7,196.45,18.608,-0.584,-0.273,0,2.2,2.21,2.3,2.21,0,48,140,140,44.39639664,-110.5314484,9.1,41.77,0,3736787,0
3737087,196.72,193.6,209.32,87.6,196.42,18.623,-0.645,-0.341,-1,2.2,2.21,2.3,2.21,0,48,141,139,44.39639664,-110.5314484,9.1,41.77,0,3736837,0
3737137,196.72,193.6,209.32,87.6,196.42,18.638,-0.542,-0.378,-2,2.2,2.21,2.3,2.21,0,48,142,138,44.39639282,-110.5314484,9.1,41.77,0,3736887,0
3737187,196.72,193.6,209.32,87.4,196.41,18.654,-0.622,-0.422,-3,2.2,2.21,2.3,2.21,0,48,143,137,44.39639282,-110.5314484,9.1,41.77,0,3736937,0
3737237,196.72,193.6,209.32,87.4,196.41,18.669,-0.557,-0.446,-4,2.2,2.21,2.3,2.21,0,48,144,136,44.39639282,-110.5314484,9.1,41.77,0,3736987,0
3737287,196.72,194.3,209.32,87.8,196.43,18.684,-0.527,-0.46,-4,2.2,2.21,2.3,2.21,0,48,144,136,44.39639282,-110.5314484,9.1,41.77,0,3737037,0
3737337,196.72,194.3,209.32,87.8,196.45,18.697,-0.462,-0.46,-4,2.2,2.21,1.15,2.21,0,48,144,136,44.39639282,-110.5314484,9.1,41.77,0,3737087,0
3737387,196.72,194.3,209.32,87.8,196.47,18.71,-0.447,-0.456,-4,2.2,2.21,1.15,2.21,0,48,144,136,44.39639282,-110.5314484,9.1,41.77,0,3737137,0
3737437,196.72,194.3,209.32,87.8,196.5,18.721,-0.42,-0.448,-4,2.2,2.21,1.15,2.21,0,48,144,136,44.39639282,-110.5314484,9.1,41.77,0,3737187,0
3737487,196.72,194.4,209.32,87.8,196.53,18.73,-0.329,-0.425,-4,2.2,2.21,1.15,2.21,0,48,144,136,44.39639282,-110.5314484,9.1,41.77,0,3737237,0
3737537,196.72,194.4,209.32,87.8,196.57,18.738,-0.264,-0.394,-3,2.2,2.21,1.15,2.21,0,48,143,137,44.39639282,-110.5314484,9.1,41.77,0,3737287,0
3737587,196.72,194.4,211.87,87.6,196.61,18.743,-0.18,-0.352,-2,2.2,2.28,1.15,2.21,0,48,142,138,44.39639282,-110.5314484,9.1,41.77,0,3737337,0
3737637,196.72,194.4,211.87,87.6,196.64,18.747,-0.191,-0.321,-2,2.2,2.28,1.15,2.22,0,48,142,138,44.39639282,-110.5314484,9.1,41.77,0,3737387,0
3737687,196.72,194.4,211.87,87.6,196.68,18.749,-0.042,-0.268,0,2.2,2.28,1.15,2.22,0,48,140,140,44.39639282,-110.5314484,9.1,41.77,0,3737437,0
3737737,196.72,194.4,211.87,87.6,196.72,18.749,-0.004,-0.217,0,2.2,2.28,1.15,2.22,0,48,140,140,44.39638901,-110.5314484,9.1,41.77,0,3737487,0
3737787,196.72,194.4,211.87,87.4,196.75,18.747,-0.004,-0.176,1,2.2,2.28,1.15,2.22,0,48,139,141,44.39638901,-110.5314484,9.1,41.77,0,3737537,0
3737837,196.72,194.4,211.87,87.4,196.77,18.745,-0.096,-0.16,1,2.2,2.28,1.15,2.23,0,48,139,141,44.39638901,-110.5314484,9.1,41.77,0,3737587,0
3737887,196.72,194.7,211.87,87.4,196.79,18.741,-0.05,-0.138,1,2.2,2.28,1.15,2.23,0,48,139,141,44.39638901,-110.5314484,9.1,41.77,0,3737637,0
3737937,196.72,194.7,211.87,87.4,196.81,18.737,0.053,-0.101,2,2.2,2.28,1.15,2.23,0,48,138,142,44.39638901,-110.531456,9.1,41.77,0,3737687,0
